,title,year,certificate,runtime,genre,rating
3074,Maniyarayile Ashokan,2020,Not Rated,110 min,"Comedy, Romance            ",8.2
3075,Shah Jahan Regency,2019,UA,156 min,Drama            ,7.6
3076,Habji Gabji,2022,U,127 min,"Drama, Thriller            ",7.6
3077,His Storyy,2021–,A,21 min,Drama            ,6.3
3078,Kaali,2018,UA,35 min,Thriller            ,6.6
3079,Student No. 1,2001,U,130 min,"Action, Crime, Drama            ",8.0
3080,Ethir Neechal,2013,U,129 min,"Comedy, Romance, Sport            ",8.3
3081,Firaaq,2008,UA,101 min,"Drama, History, Thriller            ",6.9
3082,Kehne Ko Humsafar Hain,2018–2020,18,30 min,Drama            ,3.3
3083,Vaalee,1999,A,158 min,"Romance, Thriller            ",3.5
3084,Sakalakala Vallavan,1982,U,138 min,"Action, Comedy, Romance            ",6.9
3085,Avatara Purusha: Part 1,2022,UA,128 min,"Comedy, Mystery            ",5.0
3086,Sampoorna Ramayana,1961,U,183 min,"Drama, Adventure, Action            ",7.1
3087,Kanakam Kaamini Kalaham,2021,U,121 min,Comedy            ,3.1
3088,Kyaa Kool Hai Hum,2005,A,172 min,"Comedy, Mystery            ",5.0
3089,SriKrishna@gmail.com,2021,U,105 min,"Comedy, Drama, Romance            ",8.3
3090,Road,I 2002,A,134 min,Thriller            ,4.7
3091,Sharato Lagu,2018,UA,137 min,"Comedy, Drama, Romance            ",6.2
3092,Basta,2021,U,120 min,"Comedy, Drama, Family            ",6.8
3093,Gemini,2002,UA,150 min,"Action, Comedy, Crime            ",5.0
3094,Jab Pyaar Kisise Hota Hai,1998,U,154 min,"Comedy, Drama, Romance            ",6.1
3095,Khamoshi,2019,UA,96 min,"Horror, Thriller            ",8.7
3096,Raja Vaaru Rani Gaaru,2019,UA,133 min,Romance            ,6.9
3097,Jai Jai Swami Samarth,2020–,13,30 min,History            ,6.9
3098,Meppadiyan,2022,U,124 min,"Drama, Thriller            ",4.7
3099,Karma,1986,UA,193 min,"Action, Adventure, Drama            ",6.5
3100,Dookudu,2011,UA,170 min,"Action, Comedy, Drama            ",5.1
3101,Pithamagan,2003,A,139 min,"Action, Drama            ",8.0
3102,Partner,2007,UA,155 min,"Comedy, Drama, Romance            ",6.8
3103,No Entry,2005,U,158 min,"Comedy, Drama, Musical            ",5.5
3104,Jannat 2,2012,A,150 min,"Crime, Drama, Thriller            ",6.0
3105,Race Gurram,2014,UA,163 min,"Action, Comedy            ",6.5
3106,Loafer,1996,A,160 min,"Action, Comedy, Romance            ",8.8
3107,PSV Garuda Vega,2017,UA,150 min,"Action, Drama            ",7.2
3108,7 Days 6 Nights,2022,UA,101 min,Romance            ,7.5
3109,Samay: When Time Strikes,2003,A,136 min,"Crime, Mystery, Thriller            ",4.7
3110,Bojhena Shey Bojhena,2012,UA,145 min,"Comedy, Drama, Romance            ",7.9
3111,Ungli,2014,UA,114 min,"Crime, Drama, Thriller            ",7.7
3112,Maalgudi Days,2016,U,124 min,"Drama, Thriller            ",2.8
3113,Bhindi Baazaar,2011,A,157 min,"Crime, Drama, Thriller            ",6.9
3114,Sab Kushal Mangal,2020,UA,132 min,Romance            ,7.1
3115,Sat Shri Akaal England,2017,UA,128 min,"Comedy, Family            ",6.8
3116,Adbhutham,2021,UA 13+,141 min,"Romance, Sci-Fi            ",4.4
3117,Aligarh,2015,A,114 min,"Biography, Drama            ",5.8
3118,Sher Bagga,2022,U,151 min,Comedy            ,5.7
3119,Mehbooba,1976,U,134 min,"Drama, Romance            ",8.1
3120,Chupke Chupke,1975,U,146 min,"Comedy, Drama, Romance            ",6.8
3121,Love Mocktail 2,2022,U,140 min,"Drama, Romance            ",8.1
3122,May I Come in Madam?,2016–,U,21 min,Comedy            ,7.1
3123,Iss Pyaar Ko Kya Naam Doon? Ek Baar Phir,2013–2015,12+,20 min,Romance            ,5.7
3124,Operation Java,2021,U,146 min,"Crime, Drama, Thriller            ",7.7
3125,Varudu Kaavalenu,2021,UA,135 min,Romance            ,6.1
3126,Krodh,2000,UA,141 min,"Action, Comedy, Drama            ",4.0
3127,100 Days,1991,A,161 min,"Horror, Romance, Thriller            ",5.1
3128,Aur Pyaar Ho Gaya,II 2014–,U,21 min,Drama            ,7.0
3129,Sarabha,2018,UA,137 min,Fantasy            ,4.4
3130,Shatru,2011,U,150 min,"Action, Crime, Drama            ",6.6
3131,The Casino,2020,A,300 min,Thriller            ,7.2
3132,Marshal,2019,UA,143 min,Action            ,7.8
3133,Gangs of 18,2019,UA,157 min,"Action, Drama, Thriller            ",6.7
3134,Gair Kaanooni,1989,U,152 min,"Action, Comedy, Drama            ",10.0
3135,Karnan,1964,U,187 min,"Action, Drama, History            ",5.5
3136,Waqt Hamara Hai,1993,U,148 min,"Action, Comedy, Romance            ",6.5
3137,5 Weddings,2018,UA,90 min,"Comedy, Drama, Romance            ",7.7
3138,Yogi,I 2009,UA,144 min,"Action, Drama            ",6.9
3139,Fanaa: Ishq Mein Marjawan,2022,UA 13+,20 min,Thriller            ,6.8
3140,Annadata,2002,UA,130 min,Drama            ,7.0
3141,Charas,1976,U,159 min,"Action, Drama, Romance            ",6.5
3142,Aks,2001,A,184 min,"Action, Crime, Horror            ",5.7
3143,Chekkan,2022,U,77 min,Drama            ,4.9
3144,Junooniyat,2016,U,155 min,"Drama, Romance            ",7.9
3145,Dilwale,1994,A,172 min,"Action, Drama, Romance            ",6.5
3146,Udal,2022,A,122 min,"Drama, Thriller            ",4.6
3147,Maheshinte Prathikaaram,2016,U,120 min,"Comedy, Drama, Thriller            ",4.2
3148,Y,II 2017,U,106 min,Thriller            ,8.2
3149,Thondimuthalum Dhriksakshiyum,2017,U,135 min,"Crime, Drama, Thriller            ",7.5
3150,Chaalbaaz,1989,U,155 min,"Action, Comedy, Drama            ",6.8
3151,Rang De,2021,UA,130 min,"Comedy, Drama, Romance            ",7.2
3152,Jiivi 2,2022,UA 7+,122 min,Drama            ,6.8
3153,International Khiladi,1999,A,175 min,"Action, Crime, Drama            ",5.3
3154,Thanedaar,1990,UA,151 min,"Action, Crime, Drama            ",6.3
3155,Simhasanam,1986,UA,155 min,Action            ,6.6
3156,Ishq Kills,2020,18,24 min,Drama            ,6.2
3157,Jagir,1984,UA,135 min,"Action, Adventure, Drama            ",5.8
3158,Kombu Vatcha Singamda,2022,U,133 min,Drama            ,7.7
3159,Police Public,1990,A,127 min,"Crime, Thriller            ",5.9
3160,Rathinirvedam,2011,A,125 min,Drama            ,7.5
3161,Guru,2003,UA,162 min,Action            ,5.9
3162,Zokkomon,2011,PG,109 min,"Action, Adventure, Family            ",4.8
3163,Enga Veetu Pillai,1965,U,147 min,"Action, Comedy, Drama            ",5.1
3164,Khilona,I 1996,UA,136 min,"Drama, Romance            ",4.0
3165,Time to Dance,2021,U,113 min,"Musical, Romance            ",6.1
3166,Mirugaa,2021,UA,128 min,"Action, Drama, Thriller            ",5.8
3167,Kaalapani,1996,UA,178 min,"Action, Drama, History            ",6.4
3168,Generation Aami,2018,U,118 min,Drama            ,8.2
3169,Dance Dance,1987,U,153 min,"Action, Drama, Musical            ",7.2
3170,Thillu Mullu,1981,U,136 min,Comedy            ,7.7
3171,Bhram,2019–,UA,22 min,Horror            ,6.8
3172,Kappela,2020,U,113 min,"Comedy, Romance            ",6.7
3173,Le Halua Le,2012,U,125 min,"Comedy, Drama, Romance            ",6.0
3174,Haterz,2022,UA,103 min,Action            ,7.6
3175,Godfather,1991,U,150 min,"Comedy, Drama, Romance            ",7.7
3176,Shree,2008–2009,UA 13+,20 min,"Drama, Fantasy, Mystery            ",5.6
3177,Saheb Biwi Aur Gangster Returns,2013,A,142 min,"Action, Crime, Drama            ",6.3
3178,Baahubali: The Lost Legends,2017–,13,23 min,"Animation, Action, Adventure            ",5.0
3179,Dhol,2007,UA,145 min,"Comedy, Crime, Mystery            ",6.4
3180,Bade Achhe Lagte Hain,2011–2014,U,24 min,"Drama, Romance            ",6.5
3181,Velaiilla Pattadhari,2014,U,133 min,"Action, Comedy, Drama            ",7.7
3182,Jahaan Chaar Yaar,2022,UA,126 min,"Comedy, Drama            ",4.6
3183,Uyare,2019,U,125 min,Drama            ,6.9
3184,Vichitram,2022,UA,138 min,Drama            ,8.5
3185,Awaara,1951,U,193 min,"Drama, Musical, Romance            ",5.3
3186,Soodhu Kavvum,2013,UA,135 min,"Comedy, Crime, Thriller            ",6.8
3187,Naal,2018,U,117 min,Drama            ,5.7
3188,Patiala Babes,2018–2020,U,22 min,Drama            ,5.6
3189,Kayamkulam Kochunni,2018,U,152 min,"Action, Drama, History            ",8.2
3190,Tu Hai Mera Sunday,2016,UA,119 min,"Comedy, Drama            ",7.0
3191,Andaz,1971,U,166 min,"Drama, Romance            ",6.8
3192,Pushpavalli,2017–,16,22 min,"Short, Comedy, Thriller            ",4.9
3193,Vaanam,2011,UA,140 min,"Action, Crime, Drama            ",7.7
3194,Aranyer Din Ratri,1970,U,115 min,Drama            ,5.1
3195,Uma Maheswara Ugra Roopasya,2020,U,136 min,Drama            ,6.3
3196,MGR Magan,2021,U,150 min,"Comedy, Drama            ",1.9
3197,Griha Pravesh,1979,A,134 min,"Drama, Romance            ",8.3
3198,Katha Sangama,2019,U,156 min,"Drama, Family, Thriller            ",7.2
3199,Kalyanam,2018,U,116 min,"Comedy, Romance            ",5.9
3200,Kabadadaari,2021,UA,146 min,"Crime, Drama, Thriller            ",6.7
3201,Adaalat,2010–2016,12+,42 min,"Crime, Drama, Mystery            ",6.1
3202,Baasha,1995,UA,145 min,"Action, Crime, Drama            ",5.5
3203,Mastram,2013,A,98 min,"Biography, Drama            ",6.4
3204,Paani Ch Madhaani,2021,UA,127 min,Comedy            ,7.2
3205,Irandam Kuththu,2020,A,119 min,"Comedy, Drama            ",4.7
3206,Oh! Baby,2019,U,161 min,"Comedy, Drama, Fantasy            ",5.3
3207,Trishul,1978,U,167 min,"Action, Drama, Musical            ",8.7
3208,Alibaba Aur 40 Chor,1980,16,153 min,"Action, Adventure, Family            ",7.5
3209,"Gallit Gondhal, Dillit Mujra",2009,U,120 min,Comedy            ,7.3
3210,Mumbai Pune Mumbai 3,2018,UA,142 min,"Family, Musical, Romance            ",7.9
3211,Sammathame,2022,UA,130 min,Romance            ,7.2
3212,369,2018,U,117 min,"Crime, Mystery, Thriller            ",7.4
3213,Mehandi Circus,2019,U,135 min,Drama            ,4.8
3214,Orayiram Kinakkalal,2018,U,135 min,"Comedy, Thriller            ",5.4
3215,Dor,2006,U,147 min,Drama            ,9.6
3216,Freaky Ali,2016,UA,120 min,"Comedy, Sport            ",7.0
3217,Kotigobba 2,2016,U,162 min,"Action, Drama, Thriller            ",4.8
3218,Chithram,1988,U,159 min,"Comedy, Drama, Musical            ",6.6
3219,Loafer,2015,UA,134 min,"Action, Drama            ",7.3
3220,Ward 126,2022,UA,117 min,"Drama, Mystery            ",8.8
3221,Jab Pyar Kisise Hota Hai,1961,U,139 min,"Comedy, Drama, Musical            ",4.8
3222,Apne Paraye,1980,U,123 min,"Drama, Family, Comedy            ",7.7
3223,Virgin Bhanupriya,2020,A,111 min,"Comedy, Drama            ",8.1
3224,Happy,2006,U,152 min,"Action, Comedy, Drama            ",2.9
3225,Brahmarakshas: Jaag Utha Shaitaan,2016–2017,UA,42 min,Horror            ,6.2
3226,Shivaji Surathkal,2020,UA,124 min,"Drama, Mystery, Thriller            ",6.6
3227,Kaththi Sandai,2016,U,150 min,Action            ,5.4
3228,Pondicherry,2022,UA,113 min,Drama            ,9.1
3229,Arjun Patiala,2019,UA,107 min,"Action, Comedy            ",7.4
3230,Thanmathra,2005,U,160 min,Drama            ,4.1
3231,Malliswari,2004,U,150 min,"Comedy, Romance            ",7.9
3232,Bioscope,2015,UA,120 min,Drama            ,6.0
3233,Kattappanayile Rithwik Roshan,2016,U,140 min,"Comedy, Drama, Romance            ",4.8
3234,Jayamma Panchayathi,2022,UA,125 min,"Comedy, Drama            ",6.7
3235,Raakh,1989,U,153 min,"Action, Crime, Drama            ",7.6
3236,Gang Leader,1991,U,155 min,"Action, Drama            ",7.9
3237,Aranmanai 3,2021,UA,155 min,"Comedy, Drama, Horror            ",6.3
3238,Ashoka Vanamlo Arjuna Kalyanam,2022,UA,149 min,"Drama, Romance            ",7.1
3239,Ikko Mikke,2020,U,133 min,"Comedy, Drama, Family            ",5.6
3240,Angry Indian Goddesses,2015,A,121 min,"Comedy, Drama            ",5.9
3241,Athadu,2005,U,172 min,"Crime, Drama, Mystery            ",6.9
3242,Enemy,2021,UA,159 min,"Action, Drama, Thriller            ",5.8
3243,Gumnaami,2019,U,142 min,"Action, Drama, History            ",6.3
3244,The Senapatis Vol-1,2019,UA,45 min,"Action, Crime            ",6.4
3245,Shedin Dekha Hoyechilo,2010,U,160 min,"Drama, Romance            ",6.2
3246,Moori,2022,UA,110 min,"Action, Drama, Family            ",7.8
3247,Lucknow Central,2017,UA,133 min,"Action, Crime, Drama            ",5.6
3248,Kirrak Party,2018,UA,165 min,Comedy            ,7.5
3249,Nirdosh,2018,A,110 min,"Drama, Mystery, Thriller            ",7.4
3250,Aatma,2013,A,100 min,"Drama, Horror, Thriller            ",3.3
3251,Odiyan,2018,U,167 min,"Action, Drama, Fantasy            ",3.2
3252,Ouija,2019,All,5 min,"Short, Horror            ",7.1
3253,Shukra,2021,UA,119 min,Drama            ,3.7
3254,Madurai Veeran,1956,U,199 min,"Drama, Romance            ",3.7
3255,Flip,2019–,UA,137 min,Thriller            ,7.5
3256,City of God,2011,U,145 min,Drama            ,6.2
3257,Sandesham,1991,Unrated,138 min,"Comedy, Drama            ",6.8
3258,AGP Schizophrenia,2022,UA,111 min,Thriller            ,8.5
3259,Krishna and His Leela,2020,18,125 min,"Comedy, Romance            ",7.7
3260,Dictator,2016,UA,155 min,"Action, Drama            ",7.7
3261,Kasaba,2016,UA,137 min,"Action, Crime, Thriller            ",4.8
3262,Alludu Adhurs,2021,UA,149 min,"Action, Comedy            ",7.9
3263,Cabaret,2019,A,95 min,"Drama, Musical, Thriller            ",4.4
3264,Devta,1983,U,137 min,Drama            ,6.3
3265,SOS: Secrets of Sex,2013,A,114 min,Drama            ,3.9
3266,Baban,2018,A,120 min,Action            ,7.6
3267,Vekh Baraatan Challiyan,2017,U,122 min,"Comedy, Drama            ",8.0
3268,Kotha Kothaga,2022,UA,120 min,"Drama, Romance            ",8.0
3269,Malamaal Weekly,2006,UA,137 min,"Comedy, Drama            ",4.2
3270,Aakhree Raasta,1986,A,164 min,"Action, Crime, Drama            ",7.6
3271,Desh Drohi,2008,A,140 min,"Action, Thriller            ",4.6
3272,Amar Akbar Anthony,1977,U,184 min,"Action, Comedy, Drama            ",7.9
3273,Maya,V 2015,UA,141 min,"Horror, Thriller            ",7.6
3274,Goa,2010,A,164 min,Comedy            ,7.4
3275,Haami,2018,U,133 min,Drama            ,7.1
3276,Jiivi,2019,U,122 min,"Drama, Thriller            ",7.7
3277,Josh,I 2010,U,160 min,Action            ,8.0
3278,Chamak,2017,U,155 min,Comedy            ,6.3
3279,Project 9191,2021–,A,34 min,"Action, Thriller            ",6.2
3280,Court Martial,2020,UA,120 min,Drama            ,8.0
3281,ABCD: American-Born Confused Desi,2019,U,145 min,Comedy            ,3.7
3282,Battery,2022,UA,122 min,Drama            ,5.5
3283,Dehati Disco,2022,U,122 min,"Comedy, Musical            ",5.8
3284,36 Chowringhee Lane,1981,A,122 min,"Drama, Romance            ",6.6
3285,Jacobinte Swargarajyam,2016,U,145 min,"Biography, Drama, Family            ",4.8
3286,Godmother,1999,A,150 min,"Crime, Drama, Thriller            ",6.5
3287,Krishnarjuna Yudham,2018,UA,156 min,"Action, Comedy            ",5.4
3288,Akasha Veedullo,2022,UA,146 min,"Drama, Romance            ",8.0
3289,Okka Kshanam,I 2017,UA,150 min,"Action, Romance, Sci-Fi            ",6.6
3290,Journey Bombay to Goa: Laughter Unlimited,2007,UA,138 min,"Action, Adventure, Comedy            ",6.7
3291,Mehndi,1998,UA,153 min,Drama            ,6.8
3292,Pyar Ka Mausam,1969,U,153 min,"Drama, Musical, Romance            ",8.3
3293,Krishna Talkies,2021,UA,146 min,Horror            ,8.0
3294,Idharkuthane Aasaipattai Balakumara,2013,U,136 min,Comedy            ,8.2
3295,Yeh Lamhe Judaai Ke,2004,A,188 min,"Drama, Mystery, Romance            ",9.2
3296,Dracula Sir,2020,UA,126 min,"Crime, Thriller            ",5.6
3297,Jaysuk Zdpayo,2022,UA,134 min,Comedy            ,5.9
3298,Rang Panjab,2018,UA,123 min,"Crime, Drama, Romance            ",8.1
3299,Twenty One Hours,2022,UA,115 min,Thriller            ,7.5
3300,Hum Paanch,1995–2006,UA 13+,20 min,Comedy            ,6.8
3301,Veyil,2022,U,157 min,"Drama, Thriller            ",7.2
3302,Sakka Podu Podu Raja,2017,UA,129 min,"Action, Comedy            ",7.3
3303,'D',2005,A,107 min,"Crime, Drama, Thriller            ",6.7
3304,Malini & Co.,2015,A,120 min,"Action, Romance, Thriller            ",6.0
3305,RECCE 360,2022,UA,108 min,"Crime, Thriller            ",8.3
3306,Grandmaster,2012,All,100 min,"Action, Thriller            ",5.7
3307,Kuppathu Raja,2019,UA,127 min,"Comedy, Drama            ",5.6
3308,Ondu Motteya Kathe,2017,U,124 min,"Comedy, Drama            ",8.9
3309,Vettah,2016,U,112 min,"Crime, Mystery, Thriller            ",5.0
3310,Cold Case,2021,UA,139 min,"Horror, Mystery, Thriller            ",9.1
3311,Hero,II 2021,A,125 min,"Action, Comedy            ",6.8
3312,Kuruthi,2021,UA,122 min,Thriller            ,5.4
3313,Chekka Chivantha Vaanam,2018,UA,146 min,"Action, Crime, Drama            ",5.4
3314,Mehndi Hai Rachne Waali,2021,12+,24 min,"Drama, Romance            ",6.1
3315,Night Drive,I 2022,U,118 min,"Drama, Thriller            ",7.8
3316,Bheja Fry,2007,UA,95 min,"Comedy, Drama            ",8.0
3317,China Gate,1998,UA,175 min,"Action, Adventure, Drama            ",2.5
3318,The Killer,2006,A,117 min,"Action, Crime, Drama            ",6.4
3319,Jungle,2000,A,146 min,"Action, Adventure, Romance            ",8.2
3320,Uriyadi,2016,A,91 min,"Action, Crime, Drama            ",8.1
3321,Guru,2017,U,116 min,"Action, Drama, Sport            ",9.2
3322,Shortcut Romeo,2013,UA,146 min,"Action, Crime, Drama            ",4.6
3323,The Baker and the Beauty,2021–,UA 13+,31 min,Drama            ,7.3
3324,Tamanna,1998,U,127 min,Drama            ,4.7
3325,Paisa Vasool,2017,UA,138 min,"Action, Comedy            ",2.8
3326,Rangeela Raja,2019,UA,162 min,Comedy            ,7.2
3327,Happy Wedding,I 2016,UA,128 min,Comedy            ,6.0
3328,Final Solution,2004,(Banned),218 min,Documentary            ,3.7
3329,Saahasam Swaasaga Saagipo,2016,UA,154 min,"Action, Romance            ",7.1
3330,Vasuvum Saravananum Onna Padichavanga,2015,U,147 min,Comedy            ,7.2
3331,Superman,1980,Unrated,135 min,"Action, Fantasy, Musical            ",5.0
3332,Rajini Murugan,2015,U,149 min,"Action, Comedy            ",8.0
3333,8/12 Binay Badal Dinesh,2022,15+,98 min,"Drama, History            ",7.2
3334,Undertrial,2007,A,142 min,"Crime, Drama            ",9.6
3335,Jagadeka Veerudu Athiloka Sundari,1990,U,153 min,"Action, Comedy, Family            ",5.3
3336,Aap Ke Aa Jane Se,2018–2019,UA,22 min,"Drama, Romance            ",7.2
3337,Souryam,2008,UA,151 min,"Action, Drama            ",4.3
3338,Chi La Sow,2018,U,135 min,"Comedy, Romance            ",3.9
3339,Agni Sakshi,1996,A,142 min,"Drama, Musical, Romance            ",5.0
3340,Antardhaan,2021,U,109 min,Thriller            ,4.9
3341,Shabd,2005,A,140 min,"Drama, Thriller            ",7.3
3342,Me Shivaji Park,2018,UA,126 min,Crime            ,6.3
3343,Yeh Ballet,2020,16,117 min,"Drama, Musical            ",4.1
3344,Yamla Pagla Deewana Phir Se...,2018,UA,145 min,"Action, Comedy, Drama            ",6.7
3345,Mohalla Assi,2015,(Banned),150 min,"Comedy, Drama            ",5.6
3346,Kaanadante Maayavadanu,2020,UA,127 min,Fantasy            ,4.7
3347,Phool Aur Kaante,1991,A,173 min,"Action, Drama, Romance            ",8.2
3348,Psycho,I 2020,A,134 min,"Crime, Thriller            ",6.6
3349,Virus,I 2019,U,152 min,"Drama, Thriller            ",8.8
